Threshold,m,Number of Bets,Wins,Losses,Total Invested,Total Profit,ROI (%),Win Rate (%),Score (ROI * sqrt(Number of Bets))
0.9500000000000001,0.35,1171,648,523,17565.0,30970.594755065475,176.31992459473656,55.33731853116994,6033.646178924365
0.9500000000000001,0.39999999999999997,1151,645,506,17265.0,30981.844755065475,179.44885464851131,56.03822762814944,6088.051990686066
0.9500000000000001,0.44999999999999996,1061,628,433,15915.0,30817.594755065475,193.6386726677064,59.18944392082941,6307.391506892078
0.9500000000000001,0.49999999999999994,837,528,309,12555.0,26317.026223091976,209.61390858695324,63.08243727598566,6064.329987177838
0.9500000000000001,0.5499999999999999,483,338,145,7245.0,17151.726223091977,236.738802251097,69.97929606625259,5202.870440179169
0.9500000000000001,0.5999999999999999,219,162,57,3285.0,8487.15,258.3607305936073,73.97260273972603,3823.389660722131
0.9500000000000001,0.6499999999999999,79,63,16,1185.0,3468.0,292.65822784810126,79.74683544303798,2601.2032269409674
0.9500000000000001,0.7,32,25,7,480.0,1320.0,275.0,78.125,1555.6349186104046
0.9500000000000001,0.7499999999999999,3,3,0,45.0,136.5,303.3333333333333,100.0,525.3887449625594
1.0,0.35,1084,600,484,16260.0,29604.844755065475,182.07161595981228,55.35055350553506,5994.554153448581
1.0,0.39999999999999997,1064,597,467,15960.0,29616.094755065475,185.56450347785386,56.109022556390975,6052.930925415002
1.0,0.44999999999999996,979,581,398,14685.0,29445.844755065475,200.51647773282585,59.34627170582226,6273.955198093853
1.0,0.49999999999999994,776,490,286,11640.0,25192.026223091976,216.4263421227833,63.144329896907216,6028.940252993629
1.0,0.5499999999999999,451,318,133,6765.0,16607.526223091976,245.4918879984032,70.50997782705099,5213.452450145898
1.0,0.5999999999999999,211,159,52,3165.0,8462.4,267.3744075829384,75.35545023696683,3883.8376096586544
1.0,0.6499999999999999,77,63,14,1155.0,3498.0,302.85714285714283,81.81818181818183,2657.560643038757
1.0,0.7,32,25,7,480.0,1320.0,275.0,78.125,1555.6349186104046
1.0,0.7499999999999999,3,3,0,45.0,136.5,303.3333333333333,100.0,525.3887449625594
1.05,0.35,1006,564,442,15090.0,28751.644755065474,190.53442514953926,56.063618290258454,6043.276211631218
1.05,0.39999999999999997,988,561,427,14820.0,28732.894755065474,193.87918188303289,56.78137651821862,6094.101042944934
1.05,0.44999999999999996,913,547,366,13695.0,28552.894755065474,208.49138192818893,59.91237677984665,6299.752632992155
1.05,0.49999999999999994,723,461,262,10845.0,24420.576223091975,225.1782039934714,63.76210235131396,6054.740013356765
1.05,0.5499999999999999,424,301,123,6360.0,16139.826223091975,253.77085256433924,70.99056603773585,5225.461677130758
1.05,0.5999999999999999,204,153,51,3060.0,8278.65,270.5441176470588,75.0,3864.1429058794943
1.05,0.6499999999999999,74,61,13,1110.0,3451.5,310.94594594594594,82.43243243243244,2674.8581674952816
1.05,0.7,31,25,6,465.0,1335.0,287.0967741935484,80.64516129032258,1598.4871880382966
1.05,0.7499999999999999,3,3,0,45.0,136.5,303.3333333333333,100.0,525.3887449625594
1.1,0.35,926,519,407,13890.0,27301.744755065476,196.55683768945627,56.04751619870411,5981.273338490375
